IPV4_SRC_ADDR,IPV4_DST_ADDR,L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,FLOW_DURATION_MILLISECONDS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV
192.168.6.123,192.168.6.225,63708,4003,6,0,44,40,1,1,0,22,2,20,0,0,51,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,125,6,0,44,40,1,1,0,22,2,20,0,0,37,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,5214,6,0,44,40,1,1,0,22,2,20,0,0,53,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,5550,6,0,44,40,1,1,0,22,2,20,0,0,42,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,9071,6,0,44,40,1,1,0,22,2,20,0,0,44,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,1259,6,0,44,40,1,1,0,22,2,20,0,0,42,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,7937,6,0,44,40,1,1,0,22,2,20,0,0,45,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,110,6,2,44,40,1,1,0,22,2,20,0,0,37,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,18101,6,0,44,40,1,1,0,22,2,20,0,0,53,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,49153,6,0,44,40,1,1,0,22,2,20,0,0,55,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,1812,6,0,44,40,1,1,0,22,2,20,0,0,41,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,1720,6,0,44,40,1,1,0,22,2,20,0,0,48,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,13782,6,0,44,40,1,1,0,22,2,20,0,0,49,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,8888,6,0,44,40,1,1,1,22,2,20,0,0,42,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,2161,6,0,44,40,1,1,0,22,2,20,0,0,40,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.66,224.0.0.251,5353,5353,17,8,73,0,1,0,0,0,0,0,0,0,255,255,87,87,73,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.66,239.255.255.250,54974,1900,17,12,153,0,1,0,0,0,0,0,0,0,255,255,167,167,153,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.225,172.105.169.57,41641,3478,17,0,204,180,3,3,47976,0,0,0,47967,47967,56,64,82,74,60,68,4.252923885171055,3.752579898680343,0,0,0,0,34.02339108136844,30.020639189442743,6,0,0,0,0,0,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,22381,25586,23983.5,2266.277233702885,22379,25588,23983.5,2269.105660827631
192.168.6.123,192.168.6.225,63708,8080,6,0,44,40,1,1,0,22,2,20,0,0,41,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,135,6,0,44,40,1,1,0,22,2,20,0,0,59,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,443,6,91,44,40,1,1,0,22,2,20,0,0,38,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,113,6,0,44,40,1,1,0,22,2,20,0,0,58,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,995,6,23,44,40,1,1,0,22,2,20,0,0,53,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,22,6,92,84,44,2,1,1,22,6,18,1,0,50,64,58,54,40,44,84000,0,0,0,0,0,672000,0,3,0,0,0,0,1024,64240,0,0,0,0,0,0,1.77623E+12,1.77623E+12,1,1,1,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,554,6,0,44,40,1,1,0,22,2,20,0,0,40,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,3389,6,88,84,44,2,1,1,22,6,18,1,0,43,64,58,54,40,44,84000,0,0,0,0,0,672000,0,3,0,0,0,0,1024,64240,0,0,0,0,0,0,1.77623E+12,1.77623E+12,1,1,1,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,631,6,0,44,40,1,1,0,22,2,20,0,0,39,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,3333,6,0,44,40,1,1,0,22,2,20,0,0,58,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,58080,6,0,44,40,1,1,0,22,2,20,0,0,40,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,722,6,0,44,40,1,1,0,22,2,20,0,0,53,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,5811,6,0,44,40,1,1,0,22,2,20,0,0,38,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,9010,6,0,44,40,1,1,0,22,2,20,0,0,37,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,9878,6,0,44,40,1,1,0,22,2,20,0,0,42,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,8086,6,0,44,40,1,1,0,22,2,20,0,0,52,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,18040,6,0,44,40,1,1,0,22,2,20,0,0,48,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,12174,6,0,44,40,1,1,0,22,2,20,0,0,54,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,6112,6,0,44,40,1,1,0,22,2,20,0,0,58,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
